,level_0,index,Name,descriptio,CEG,Shape_STLe,Tensao,Nome,n_circ,extensao,FID,Observaç,Id,Field_1,geometry,ano,Contrato,Empresa,Grupo Controlador
40,40,40,LT 500 kV Xingó - Angelim II C1,,,"1,753783",500,LT 500 kV Xingó - Angelim II C1,1,"195,085049",61,,0,LT 500 kV Xingó - Angelim II C1,"LINESTRING (-37.79494798499997 -9.633936501688181, -37.79493505699998 -9.634568647688207, -37.79441147799997 -9.638151547688059, -37.78960924499994 -9.644602247687876, -37.78763200099997 -9.647326350687786, -37.78380834499995 -9.647910470687753, -37.77838613699998 -9.648628342687726, -37.77222460999997 -9.647912981687798, -37.76197020899997 -9.646573501687827, -37.74734660899998 -9.64477185468785, -37.73390017899993 -9.643179659687897, -37.71552313299998 -9.640878078687983, -37.70245400499994 -9.639330864688063, -37.69616111799996 -9.63565813768814, -37.68769142799993 -9.632938469688229, -37.67365135199998 -9.628278011688385, -37.66121822399999 -9.624314793688484, -37.65159765199996 -9.620974423688594, -37.63844448699996 -9.616523672688759, -37.62848315299993 -9.612376527688895, -37.60957331399993 -9.604618900689147, -37.59362394599998 -9.598058074689297, -37.58053629299997 -9.592315145689524, -37.56873865399996 -9.586482300689667, -37.56120725999995 -9.582880004689775, -37.54686007999993 -9.575848375690018, -37.53200623199995 -9.568506012690223, -37.51653807499996 -9.560929291690496, -37.50515369399994 -9.555287322690665, -37.49170486299994 -9.548509612690877, -37.48386780499993 -9.542084910691079, -37.47606316499997 -9.535710121691269, -37.47069039899998 -9.528256390691505, -37.46531445599993 -9.52050987969175, -37.46265222299996 -9.517337782691847, -37.45034270699994 -9.502987252692293, -37.43869342199997 -9.489814238692682, -37.42996450499993 -9.480199852692973, -37.42393862199999 -9.473300722693228, -37.41765730799995 -9.466359795693426, -37.40591385699997 -9.453161280693838, -37.39162053699994 -9.436606590694332, -37.38623947599996 -9.429381158694575, -37.37882284399996 -9.419299441694898, -37.37125918699996 -9.409249714695187, -37.35758781199996 -9.390527399695777, -37.34646217099999 -9.375320207696266, -37.34111553399998 -9.367078431696546, -37.33177022899997 -9.352596894697003, -37.32521793499996 -9.342476632697275, -37.31698871999998 -9.32980791069767, -37.31111018499996 -9.320410782697975, -37.30224362599996 -9.306670609698427, -37.29638958999993 -9.297644841698698, -37.29175649099994 -9.290272161698923, -37.28759058799994 -9.283901083699151, -37.28048452899998 -9.279851676699252, -37.27105625599995 -9.274500287699421, -37.26037465199995 -9.268134506699624, -37.25199393899993 -9.26325923769975, -37.24186916199994 -9.2566802777, -37.23446003199997 -9.251732712700145, -37.22763482199997 -9.246969828700294, -37.22277892699998 -9.243713999700384, -37.21654397699996 -9.24099695670045, -37.20837218799994 -9.237413920700554, -37.20023251999993 -9.233868407700715, -37.19322918399996 -9.230814613700772, -37.18528330199996 -9.227198807700915, -37.17759725499997 -9.223890986700997, -37.16921064699994 -9.220146087701146, -37.16141652599999 -9.2167221357012, -37.15273425899995 -9.212868569701346, -37.14422494299998 -9.209156552701467, -37.13834758799993 -9.207591718701496, -37.12962136999994 -9.205344869701603, -37.12197801699995 -9.20339698070166, -37.11344993999995 -9.2011997177017, -37.10966748199996 -9.20058780270174, -37.10127117099995 -9.199084657701768, -37.09343267999998 -9.197766932701834, -37.08583276399997 -9.196078007701892, -37.07752267499996 -9.193940657701962, -37.06876700099997 -9.191631108702015, -37.06103114099994 -9.189626876702086, -37.05258236599997 -9.186949388702152, -37.04828527299998 -9.185487765702188, -37.04503042099998 -9.183970929702227, -37.03672199999994 -9.180372377702367, -37.03253211499998 -9.178522939702404, -37.02800644599995 -9.17654408970247, -37.02481528399994 -9.17510888670254, -37.01636235099994 -9.171372669702615, -37.00933491299998 -9.166321397702825, -37.00236619699996 -9.161523949702948, -36.99556034199998 -9.156710159703083, -36.98204686799994 -9.147313651703422, -36.96457199299994 -9.135045131703789, -36.95601227499997 -9.133952276703797, -36.94352009099998 -9.132377693703868, -36.92999549199993 -9.130705047703945, -36.92158227799996 -9.129698021703952, -36.90926134999996 -9.128103032703994, -36.89727856699994 -9.12660394070402, -36.88787509899998 -9.125453039704096, -36.87728802399995 -9.124199325704108, -36.86868040699994 -9.123097917704133, -36.85977320999996 -9.12193032870419, -36.84693222799995 -9.120262341704224, -36.83397400899997 -9.118659626704286, -36.82329579399993 -9.117352621704324, -36.81103938899997 -9.115775950704363, -36.79977696699995 -9.11439243570442, -36.78640225299995 -9.112706446704465, -36.77329187199996 -9.111073742704543, -36.75538490399998 -9.108824457704609, -36.74117623199993 -9.107028028704642, -36.73734558499996 -9.105336966704728, -36.72451620099997 -9.100196048704895, -36.71182429199996 -9.094894958705018, -36.69741020899994 -9.089003263705198, -36.68723974699998 -9.086196951705325, -36.67993241799996 -9.081358704705467, -36.66958531399996 -9.074504957705702, -36.65279387299995 -9.063278652706016, -36.64158347599994 -9.056063965706254, -36.63322756599996 -9.049932971706461, -36.62448691499998 -9.043991560706608, -36.62014851199995 -9.041232583706707, -36.61015806799998 -9.036453591706849, -36.59708451499995 -9.03024253570706, -36.58174566599995 -9.022805540707312, -36.57382413799996 -9.019078293707398, -36.56736402299998 -9.015512525707527, -36.55559928599996 -9.009004289707727, -36.54003744499994 -9.000615159707982, -36.52924787799998 -8.994690403708155, -36.52390666399998 -8.991816744708254, -36.51419698899997 -8.984819556708517, -36.50405530999996 -8.97749285270871, -36.49371836499994 -8.970044652708943, -36.48462746199994 -8.96293268070915, -36.47601836099995 -8.955849809709406, -36.46805581299998 -8.949325561709605, -36.46056634999997 -8.943719659709766, -36.45247877999998 -8.937741750709991, -36.44795754799997 -8.934427905710054, -36.44030387399994 -8.928712330710225, -36.43281849099998 -8.923176124710412, -36.42510291299993 -8.918010075710606, -36.41650063899994 -8.912901114710747, -36.40775728599994 -8.907821150710902, -36.39911980899995 -8.902769304711045, -36.39320902199995 -8.900896028711136, -36.38572049999993 -8.898653832711208, -36.37579673299995 -8.895582394711298, -36.37299225199996 -8.89544909771131, -36.36127269699995 -8.894716707711337, -36.35417591799995 -8.894354494711335, -36.34109151399997 -8.893578586711378, -36.32917225899996 -8.896502228711272, -36.32644867999994 -8.896328624711279, -36.31214240499998 -8.895492365711267, -36.29838369899994 -8.896000300711282)",2025,001/1995 - 020/2008,Evrecy,ISA-Cteep
67,67,67,LT 230 kV Santo Ângelo - Santa Rosa 1 C2,,,"0,433266",230,LT 230 kV Santo Ângelo - Santa Rosa 1 C2,2,"47,392907",103,,0,LT 230 kV Santo Ângelo - Santa Rosa 1 C2,"LINESTRING (-54.45695501699998 -27.87761176821949, -54.45636443699993 -27.87767662221951, -54.45255967899994 -27.88541462921937, -54.44962580399994 -27.89124668821926, -54.44585673799998 -27.89855639221914, -54.44465323799994 -27.9008596382191, -54.44180259699994 -27.90654300921896, -54.44060288799994 -27.91110567021891, -54.43971772799995 -27.91447498721881, -54.43561315799997 -27.92172044521867, -54.43118022199998 -27.92941562221854, -54.42940515099996 -27.93316671121847, -54.42769669099994 -27.9367681572184, -54.42708992899998 -27.94063716021837, -54.42447490099994 -27.95690791521806, -54.42134590999995 -27.96541448821788, -54.41867534899996 -27.97244598021776, -54.41682411799997 -27.98108494821762, -54.41436219199994 -27.99236188421741, -54.41345799699997 -27.99652594021731, -54.41226826599996 -28.00452092921716, -54.41122130299993 -28.01233745921704, -54.41016244299994 -28.01967809621687, -54.40949722699996 -28.02407027021683, -54.40690764699997 -28.03279818321663, -54.40418999599996 -28.04210451621645, -54.40166128999994 -28.05071345221631, -54.39711350899995 -28.06621082521605, -54.39369928899998 -28.07753780321584, -54.39243930299995 -28.08199385021572, -54.38933026199999 -28.09150212621557, -54.38614178399996 -28.1016267332154, -54.38366714499994 -28.10940757021525, -54.37933652599998 -28.121281081215, -54.37526764699999 -28.13252403421482, -54.37250747299999 -28.14019779621465, -54.36802218899999 -28.15239253421443, -54.36670158799996 -28.15694920121438, -54.36231148199993 -28.17176134621412, -54.36021755699994 -28.17891162621395, -54.35804034999995 -28.18641882621383, -54.35535155899999 -28.19544888021366, -54.35423321199994 -28.19905376421363, -54.35188944299995 -28.20418150221352, -54.34764210499998 -28.21305689221332, -54.34596458499993 -28.22094480521323, -54.34176483599998 -28.22911825421305, -54.33409107499995 -28.24402557721276, -54.32849934099994 -28.25478074121261, -54.32750463199994 -28.25775969921254, -54.32555438999998 -28.26404378821243, -54.32427650899996 -28.26769078421236, -54.32208669399995 -28.27462544521224, -54.32069361399994 -28.27851732521213, -54.31996683099994 -28.28043554621214, -54.32140164599997 -28.28194174521212, -54.32408567799996 -28.28154913421212, -54.32429269099998 -28.28129929021214)",2026,001/1996-032/2018,Light,N/A
105,105,105,LT 500 kV Marabá - Tucuruí C1,,,"2,004443",500,LT 500 kV Marabá - Tucuruí C1,4,"222,510314",157,,0,LT 500 kV Marabá - Tucuruí C1,"MULTILINESTRING ((-49.62417171899105 -3.811037150376315, -49.62496022799996 -3.811416976874635, -49.62800593799994 -3.811845279874601, -49.65007827199998 -3.811927385874633, -49.65393754899997 -3.815624789874493, -49.65465352199993 -3.821141040874328, -49.65410624599997 -3.823258760874261), (-49.02681194899999 -5.199468941829418, -49.02957763199999 -5.19928360282944, -49.05426453999996 -5.164400703830546, -49.05673262099998 -5.157101302830772, -49.06030181199999 -5.146001116831167, -49.06402566899993 -5.134329860831547, -49.06645271899998 -5.126703688831779, -49.07021605399996 -5.111199993832276, -49.077648083 -5.079221543833317, -49.07465889999997 -5.039873000834578, -49.07403072299996 -5.032096921834833, -49.07169739199997 -5.005921959835713, -49.07051717999998 -4.988865983836273, -49.06952732399997 -4.972837934836795, -49.06830903999996 -4.95700024183727, -49.06697805199997 -4.940554388837813, -49.06594861399999 -4.923288038838373, -49.06431154499997 -4.904138135839023, -49.06335976099996 -4.88761515883954, -49.06216051299998 -4.870692432840072, -49.06075187199996 -4.853788741840639, -49.05949551599998 -4.83673276484121, -49.05833030999997 -4.82041316184174, -49.05771164999994 -4.811430696842002, -49.05762836899999 -4.804244724842232, -49.05759267699996 -4.786517739842843, -49.05745869799996 -4.77018399984338, -49.05753318999996 -4.765459509843532, -49.05830651499997 -4.756143920843797, -49.05988098899996 -4.736500349844475, -49.06154661199997 -4.715561092845148, -49.06847084299994 -4.695930538845782, -49.07613270799995 -4.67503887184646, -49.08329488499993 -4.655265550847104, -49.09097651499998 -4.634077570847814, -49.09217814299995 -4.622656157848135, -49.09348684599996 -4.610342447848536, -49.09465278199999 -4.599170877848909, -49.09587820499997 -4.587904129849308, -49.09711955399995 -4.574863563849704, -49.09973696099996 -4.550831006850489, -49.10173167899995 -4.532760120851103, -49.10413896399996 -4.508809725851839, -49.10637565699994 -4.487846674852553, -49.10868373399995 -4.463124074853341, -49.10682775499998 -4.45351105185367, -49.10287784899997 -4.433856703854291, -49.09871379299994 -4.413702669854977, -49.09269375599996 -4.392953769855652, -49.08553157899996 -4.372204869856327, -49.08101609099998 -4.357925059856788, -49.07819642999992 -4.346967641857112, -49.07524589799994 -4.335320179857507, -49.07159342599994 -4.320864954857973, -49.06801233699997 -4.306671469858473, -49.06524026499995 -4.295725948858832, -49.06239680899995 -4.284530584859194, -49.05854208199997 -4.269468596859674, -49.05574621499994 -4.258261335860055, -49.04803676199998 -4.227732850861004, -49.04600430499995 -4.219965893861255, -49.04694391799995 -4.199299671861941, -49.04834779999993 -4.17845559386264, -49.04899766699997 -4.168431526862949, -49.04978288899998 -4.158176049863299, -49.05179353399996 -4.135321326864021, -49.05353502499997 -4.115423671864705, -49.05550997799999 -4.094103700865375, -49.05621933099997 -4.085911819865681, -49.05660452999996 -4.07399725586602, -49.05722318999995 -4.029406156867475, -49.05784184899994 -4.009418683868169, -49.05841291999997 -3.988812551868831, -49.05930073299999 -3.956219296869901, -49.05978852299995 -3.9383019558705, -49.08711663299994 -3.893496704871949, -49.10303522699996 -3.867524887872772, -49.12092877299995 -3.838400285873756, -49.14670947499997 -3.811534800874604, -49.30113676299993 -3.767739890876062, -49.30475201099995 -3.767838209876075, -49.31331252099994 -3.768805123875991, -49.31804830999994 -3.769560698875993, -49.35845155799996 -3.775390378875779, -49.39673708499999 -3.769655877876017, -49.41230827799996 -3.767344230876035, -49.42788422999997 -3.764874350876138, -49.45076988599993 -3.761433649876262, -49.47064314399995 -3.758535466876344, -49.48611878599996 -3.750600217876591, -49.50060970299995 -3.743164401876836, -49.51464852299995 -3.736026018877086, -49.52690720899994 -3.73273096187719, -49.539113844 -3.736128831877096, -49.55436142999997 -3.7506340258766, -49.56880951699997 -3.764453935876144, -49.58338609499998 -3.77834522887572, -49.59544301499994 -3.789859059875345, -49.60805415799996 -3.801851543874914, -49.61098089499996 -3.804683101874847, -49.61257604230632 -3.805451487789056))",2027,010/1997-001/2010,Afluente,Neoenergia
214,214,214,LT 230 kV Chavantes - Botucatu C3,,,"1,330654",230,LT 230 kV Chavantes - Botucatu C3,2,"136,997165",320,,0,LT 230 kV Chavantes - Botucatu C3,"LINESTRING (-49.72927211799998 -23.12715311531774, -49.72784845999996 -23.12798231231774, -49.72658171899997 -23.12867423831774, -49.72141884699994 -23.1265266903178, -49.71981878799994 -23.12510176531779, -49.71700282999996 -23.12249232931785, -49.70321888199993 -23.10964182831814, -49.69107130499998 -23.09831722931843, -49.68118059899996 -23.08906697631862, -49.67440343299995 -23.08682317531866, -49.66751625999995 -23.08521352031871, -49.64967425199994 -23.0809370533188, -49.62916203499998 -23.07616768031893, -49.61074356999995 -23.07205378431904, -49.60067210599993 -23.06984134731907, -49.58418563099997 -23.07098993331904, -49.52624042799993 -23.07501604231894, -49.49681502699997 -23.07708923131888, -49.47986759999998 -23.0782237573189, -49.46163926599996 -23.07947390031886, -49.42874578199996 -23.08176657731877, -49.39173691899998 -23.08429158031873, -49.36596109099996 -23.08602967331872, -49.32830692299996 -23.08862619331866, -49.28341334399994 -23.09169612331856, -49.25795039299993 -23.09343239731852, -49.22377773899996 -23.09573657831847, -49.17924726799998 -23.09876163931842, -49.14131936599995 -23.10129825431836, -49.11862990999997 -23.10280241131831, -49.10798700499999 -23.10353325031828, -49.07695314899996 -23.09660597231845, -49.06159596699995 -23.09319241931855, -49.05097335399995 -23.09087496031857, -49.03530019799997 -23.08684520531868, -49.01153397399997 -23.08077216731882, -48.99166162499996 -23.07567155031896, -48.98344239699999 -23.07357692931897, -48.96971950999994 -23.07004039531907, -48.95656924599996 -23.06667068231911, -48.94006798799995 -23.06243388531924, -48.92448076699998 -23.05842899231932, -48.90938653699994 -23.05454753931938, -48.89336456399996 -23.05043830031948, -48.87886928399996 -23.04737055931955, -48.85811626699995 -23.04299048331969, -48.84001661199995 -23.03914967031977, -48.82483491899995 -23.03596794231983, -48.80219395199998 -23.03116955631994, -48.78136032299994 -23.02675944932003, -48.75721953099997 -23.02164204832019, -48.74267187499999 -23.01859584932021, -48.73044200799995 -23.01601645932028, -48.71409351099993 -23.0125487253204, -48.70268026199994 -23.01015810232045, -48.69366548799997 -23.00825753132047, -48.66855660199997 -23.0029430313206, -48.64455860799995 -22.9978678783207, -48.62712676099995 -22.9941813333208, -48.58397588599996 -22.98507854932101, -48.56235686099996 -22.98049175132113, -48.55026457299994 -22.97793276832116, -48.53149573899998 -22.97397880532123, -48.51768370799994 -22.97102765332133, -48.50572479499994 -22.96983480032133, -48.48948962999998 -22.96823372332139, -48.47555039799994 -22.96679094732145, -48.46417792799996 -22.96567119832142, -48.45725299299995 -22.96318439932148, -48.44341393599996 -22.95826788832162, -48.44008620299995 -22.95663925532166, -48.43792500299998 -22.95344531232174, -48.43760201799994 -22.95207201532173, -48.43774428499994 -22.95162467032175)",2027,010/1997-001/2010,Afluente,Neoenergia
337,337,337,LT 500 kV Itumbiara - Marimbondo C1,,,"1,932339",500,LT 500 kV Itumbiara - Marimbondo C1,1,"214,176254",486,,0,LT 500 kV Itumbiara - Marimbondo C1,"LINESTRING (-49.20541430799995 -20.3012232513853, -49.20571173999997 -20.3004499263853, -49.20405801499993 -20.29807046538539, -49.19828782199994 -20.29595274438545, -49.19296972699993 -20.29427760438546, -49.18455595299997 -20.28759607738568, -49.17015545499999 -20.27621273638596, -49.16690986999998 -20.273652436386, -49.16464045999992 -20.27187527938605, -49.16197010899998 -20.26491505538622, -49.16140855599997 -20.2539409813865, -49.16098025299995 -20.24494185938675, -49.16052815499995 -20.23673271938693, -49.16006415999994 -20.22682226438717, -49.16021699999993 -20.21844799938739, -49.16025451699994 -20.21388989338752, -49.16027280499998 -20.20982115138761, -49.16029299999997 -20.20532799938771, -49.16346678999997 -20.19070204638807, -49.16341099999994 -20.18610699938818, -49.16334599999993 -20.17287399938856, -49.16328832999994 -20.15905521438889, -49.16318499999994 -20.15022399938912, -49.16315899999994 -20.13654299938944, -49.16307799999999 -20.12772399938965, -49.16303499999998 -20.1188649993899, -49.16301469199993 -20.11087112939009, -49.16290761599998 -20.08902767739066, -49.16284199999996 -20.07978899939086, -49.16275599999995 -20.06674299939121, -49.16272915699994 -20.05755930539144, -49.16258638899996 -20.04663757939173, -49.16239603199994 -20.0389638173919, -49.16226516199998 -20.03024309339211, -49.16220899999996 -20.02544799939226, -49.16204799999996 -20.02085599939237, -49.16180116699995 -20.01275405439256, -49.16164650199994 -20.00528254739276, -49.161372864 -19.99502707039303, -49.16120099999995 -19.98982299939313, -49.16063199999996 -19.96407299939376, -49.16044487399994 -19.95507592039401, -49.16026699999996 -19.94634399939423, -49.15968799999996 -19.92431199939476, -49.15949308999996 -19.91663572739499, -49.15932299999997 -19.90779499939522, -49.15920755399998 -19.90360817839531, -49.15868499999993 -19.89577399939551, -49.15812489999996 -19.88722558939573, -49.16021399999993 -19.85181199939661, -49.16108732899994 -19.83453242539707, -49.16132527499997 -19.83083236339715, -49.15484124299996 -19.79339154439811, -49.15041544599995 -19.76793131239876, -49.14727455699995 -19.74969274339922, -49.14576359999995 -19.74072217539945, -49.14507699999997 -19.73654699939957, -49.14503786399996 -19.73275098139966, -49.14501099999995 -19.72740499939981, -49.14483399999995 -19.71666599940008, -49.14474499999995 -19.71270199940019, -49.14468094499995 -19.7043402164004, -49.14449199999996 -19.69002499940072, -49.14433499999996 -19.67971099940098, -49.14425999999998 -19.67433599940116, -49.14426499999996 -19.66610699940135, -49.14411499999994 -19.66230299940144, -49.14392699999996 -19.64774999940182, -49.14381244199996 -19.63142163440225, -49.14376485199995 -19.62280798540244, -49.15091513299996 -19.57614675440365, -49.15295099999997 -19.56396899940392, -49.15346115599993 -19.56009729040408, -49.14916622899995 -19.52479798640494, -49.14676297299997 -19.50515553540546, -49.14452627999998 -19.48682178840594, -49.14332465199994 -19.47719686940616, -49.14090899999997 -19.45739699940668, -49.13985063899997 -19.44846487740693, -49.13870849799997 -19.43930395240717, -49.13773291899997 -19.43138034740734, -49.13536535499998 -19.41529519040773, -49.12904599999996 -19.37384799940882, -49.12488299999995 -19.3465909994095, -49.12439603999997 -19.34267404140961, -49.12443173199995 -19.32382870941008, -49.12443173199995 -19.31533403441035, -49.12453880799995 -19.30417436141062, -49.12457449899995 -19.29531086941087, -49.12459899999993 -19.29213199941095, -49.12462099999992 -19.28381199941114, -49.12468157499995 -19.27507355341137, -49.13448599999998 -19.18462299941367, -49.14293999999995 -19.10488099941578, -49.14685815199994 -19.06847685241668, -49.14749999999998 -19.06273899941686, -49.14622045599998 -19.05484729941705, -49.14139499999993 -19.02549899941783, -49.14068128299994 -19.02075435041792, -49.13941043899995 -19.01331618641811, -49.13717299999995 -18.99743199941853, -49.13608395199998 -18.98960247841872, -49.13552699999997 -18.98050699941896, -49.13519879299997 -18.9758253994191, -49.13191999999998 -18.92331899942045, -49.13155821799995 -18.91920374542055, -49.13316899999996 -18.88511299942144, -49.13335708999994 -18.88195566242152, -49.13045499999998 -18.86809299942188, -49.12754644599994 -18.85481553042222, -49.12320630899995 -18.83448541542277, -49.12129322299995 -18.82491998242304, -49.12112190199997 -18.82197896842308, -49.11949434999996 -18.77325236642437, -49.11894499999994 -18.76018499942474, -49.11878399999995 -18.75207999942496, -49.11770975399998 -18.72144198242576, -49.12135032999998 -18.69871337042632, -49.12409146899995 -18.68143848342678, -49.12499090499995 -18.6762702944269, -49.12693254499991 -18.66376384742726, -49.12692499999997 -18.64768799942767, -49.12693399999996 -18.63218299942805, -49.12693299999995 -18.62284599942834, -49.12689399999994 -18.61332399942859, -49.12699099999998 -18.60449799942881, -49.12690799999996 -18.597564999429, -49.12679999999996 -18.57974599942943, -49.12693254499993 -18.56842360342976, -49.12975934499997 -18.54628033943033, -49.13078999999993 -18.53821499943057, -49.13095699999997 -18.52716499943085, -49.13098999999994 -18.51534599943115, -49.13115846799997 -18.48683188543188, -49.13120129799995 -18.47329751143223, -49.13122985199994 -18.46446019343249, -49.13129996299995 -18.45565349043272, -49.13139989999996 -18.44657346743294, -49.13142845399995 -18.43532337543322, -49.12399025899998 -18.42597209343352, -49.11882206899998 -18.42288831243355, -49.11008468799997 -18.41095293643387, -49.10875694899995 -18.40991073243391)",2030,040/2000,TAESA,Cemig
351,351,351,LT 440 kV Assis - Sumaré C1,,,"3,119813",440,LT 440 kV Assis - Sumaré C1,1,"321,366386",505,,0,LT 440 kV Assis - Sumaré C1,"LINESTRING (-47.28879044599996 -22.86603503632374, -47.28935671299997 -22.86551558732374, -47.30128600999996 -22.86277421732382, -47.32703177799994 -22.86774729132367, -47.40760032699996 -22.88301153332332, -47.43209687799998 -22.88622380532329, -47.51149949199998 -22.896633947323, -47.52246880699994 -22.89488504332309, -47.55108182599997 -22.89018560832318, -47.58368705299995 -22.88481179632329, -47.62859276799998 -22.87744359432344, -47.65488581199998 -22.86979362732366, -47.68405800399995 -22.86127515732385, -47.69984572799996 -22.85662331032396, -47.70567540699993 -22.85214992432404, -47.71823896199992 -22.84239413432427, -47.73058721499996 -22.83899899232435, -47.73828592099994 -22.83699275732439, -47.75297523599995 -22.8328738473245, -47.75955830199996 -22.83110359132456, -47.76281816399995 -22.83055631532455, -47.78152072699999 -22.82737973532462, -47.79274411699998 -22.82540707632468, -47.81707627099996 -22.82132732032476, -47.83665283899995 -22.81689820932488, -47.86531344599996 -22.81043797232503, -47.92419320899995 -22.79718437532533, -47.99823013799994 -22.78051625032568, -48.03665843299996 -22.77172414232592, -48.04552192599994 -22.77018938932591, -48.07639543199997 -22.76495457532609, -48.08230839299994 -22.76493078132607, -48.22784812499998 -22.76438350532606, -48.24397700999999 -22.76418255932606, -48.26345675899994 -22.76311049332607, -48.28897647799994 -22.76142107632616, -48.36779612399994 -22.75641231032625, -48.45496803299994 -22.75076635332637, -48.51343103499993 -22.77430585732583, -48.53559571399995 -22.7766020373258, -48.56134148199993 -22.77271161832587, -48.58820559699996 -22.77893390932576, -48.59893696599995 -22.77901719032576, -48.64086591399996 -22.77920507032575, -48.68986806899994 -22.76352689932607, -48.71900456899994 -22.75963648032619, -48.79174469199995 -22.7499282793264, -48.83720429399995 -22.75760204132624, -48.86574592899996 -22.75042796632639, -48.90876658399998 -22.73953003432666, -48.93712975899996 -22.7323559593268, -48.98212536699999 -22.72095834132709, -49.19382601199993 -22.7329627223268, -49.27631002799996 -22.73757887632671, -49.33408334099995 -22.74079114932661, -49.42782220799995 -22.76879740532599, -49.44977273599995 -22.76660830132602, -49.49262682799997 -22.76226578432611, -49.58328429299996 -22.75316434632631, -49.68717155999997 -22.7426471283266, -49.69505947299996 -22.74127893832663, -49.71032371599995 -22.73861394232667, -49.75014399599997 -22.73171350532682, -49.79734060499994 -22.72515809032699, -49.91200683099999 -22.70901344732735, -50.01396673499994 -22.69464150332767, -50.10339877699994 -22.68191138632798, -50.15027415799995 -22.67518940932816, -50.17323595699999 -22.67196523932821, -50.21127164099994 -22.66663524632831, -50.27492222299998 -22.65768847332852, -50.30041381999997 -22.65392843932863, -50.30464497199996 -22.65348678332861, -50.32340805599995 -22.65105852832869, -50.33689618599993 -22.64937507532873, -50.34007990499998 -22.65057432332868, -50.34684709199997 -22.66213850432845, -50.34947375999997 -22.66664220632831, -50.35005672799996 -22.66768916832832)",2030,040/2000,TAESA,Cemig
387,387,387,LT 230 kV UTE Uruguaiana - Maçambará C1,,,"1,123123",230,LT 230 kV UTE Uruguaiana - Maçambará C1,1,"113,94262",565,,0,LT 230 kV UTE Uruguaiana - Maçambará C1,"LINESTRING (-56.06731877099999 -29.15186670819668, -56.06727594099993 -29.15280897519669, -56.08944779999995 -29.18797739919609, -56.09165589799994 -29.191299136196, -56.11339227499997 -29.20596851319577, -56.13939978399998 -29.22350514119548, -56.16130272199997 -29.23825779919519, -56.18015995099994 -29.25092842919498, -56.19942168699998 -29.2636942371948, -56.22378736799993 -29.27968421519451, -56.23600589999996 -29.28704864719436, -56.25131773199995 -29.29630475019424, -56.26314971599998 -29.30345773619412, -56.27840789599998 -29.31266354519395, -56.28250056799993 -29.31511439019388, -56.29263707199993 -29.32191964819376, -56.31808540799995 -29.33899228119347, -56.34233211499998 -29.35527969119321, -56.36551996299994 -29.37082946919292, -56.39424005699992 -29.39011500119261, -56.41215739899997 -29.40213127919239, -56.42601775899993 -29.41139927919225, -56.43809352399996 -29.41947754919212, -56.44449429999996 -29.42644549919198, -56.44632645899998 -29.42832914419198, -56.46659946599993 -29.44103546619175, -56.49702087499998 -29.46009494919145, -56.51194503099999 -29.46950979119124, -56.51608035799995 -29.4727893731912, -56.52735900299995 -29.48168855719107, -56.54085054699992 -29.49237233719086, -56.54477665799993 -29.49550132919084, -56.71998826899994 -29.60095904018905, -56.72751926299998 -29.60540863218898, -56.73060066499993 -29.60732409818895, -56.73342759999996 -29.60828589918891, -56.73763197199997 -29.6096678681889, -56.75236083599998 -29.61885258718877, -56.76732764599996 -29.62820386918856, -56.78405525699998 -29.6383403731884, -56.78965888699997 -29.64180248818833, -56.79652363199995 -29.64640674518828, -56.80710033599997 -29.65350943718816, -56.81094316599996 -29.65563905418811, -56.81862882499996 -29.65998157118804, -56.83416670499997 -29.66966597718789, -56.85019237499996 -29.67976678918775, -56.86964446899997 -29.69083128218754, -56.88890620599995 -29.70176490618738, -56.90088679199994 -29.70852257518724, -56.91618229999995 -29.7168294991871, -56.92069580499998 -29.71925394418705, -56.94334949999995 -29.74087609918673, -56.94681038899996 -29.74413120918667, -56.97240509999995 -29.75922259918637, -56.97626811699996 -29.76145368518638, -56.99486359999997 -29.76341289918629, -56.99724629999997 -29.76366349918632, -56.99841079999992 -29.76402969918635)",2030,079/2000,Cemig-GT,Cemig
